#Chi is reported as CHI_(i)_(j) \hbar \omega (Ry)  Re(chi) (e^2*a_0^2/Ry) Im(chi) (e^2*a_0^2/Ry) 
     chi_1_1=  0.600000000000000E-01  0.431216807215529E+02  0.396321453258337E-01
     chi_1_1=  0.610000000000000E-01  0.431316730706842E+02  0.403235456026117E-01
     chi_1_1=  0.620000000000000E-01  0.431418384268587E+02  0.410165201725568E-01
     chi_1_1=  0.630000000000000E-01  0.431521771870815E+02  0.417110985252484E-01
     chi_1_1=  0.640000000000000E-01  0.431626897557481E+02  0.424073103402882E-01
     chi_1_1=  0.650000000000000E-01  0.431733765446927E+02  0.431051854912433E-01
     chi_1_1=  0.660000000000000E-01  0.431842379732376E+02  0.438047540496345E-01
     chi_1_1=  0.670000000000000E-01  0.431952744682423E+02  0.445060462889723E-01
     chi_1_1=  0.680000000000000E-01  0.432064864641552E+02  0.452090926888398E-01
     chi_1_1=  0.690000000000000E-01  0.432178744030652E+02  0.459139239390274E-01
     chi_1_1=  0.700000000000000E-01  0.432294387347543E+02  0.466205709437165E-01
     chi_1_1=  0.710000000000000E-01  0.432411799167528E+02  0.473290648257161E-01
     chi_1_1=  0.720000000000001E-01  0.432530984143932E+02  0.480394369307512E-01
     chi_1_1=  0.730000000000001E-01  0.432651947008671E+02  0.487517188318063E-01
     chi_1_1=  0.740000000000001E-01  0.432774692572823E+02  0.494659423335248E-01
     chi_1_1=  0.750000000000001E-01  0.432899225727214E+02  0.501821394766637E-01
     chi_1_1=  0.760000000000001E-01  0.433025551443006E+02  0.509003425426059E-01
     chi_1_1=  0.770000000000001E-01  0.433153674772313E+02  0.516205840579355E-01
     chi_1_1=  0.780000000000001E-01  0.433283600848814E+02  0.523428967990689E-01
     chi_1_1=  0.790000000000001E-01  0.433415334888382E+02  0.530673137969500E-01
     chi_1_1=  0.800000000000001E-01  0.433548882189725E+02  0.537938683418088E-01
     chi_1_1=  0.810000000000001E-01  0.433684248135046E+02  0.545225939879849E-01
     chi_1_1=  0.820000000000001E-01  0.433821438190701E+02  0.552535245588154E-01
     chi_1_1=  0.830000000000001E-01  0.433960457907875E+02  0.559866941515923E-01
     chi_1_1=  0.840000000000001E-01  0.434101312923282E+02  0.567221371425881E-01
     chi_1_1=  0.850000000000001E-01  0.434244008959859E+02  0.574598881921521E-01
     chi_1_1=  0.860000000000001E-01  0.434388551827489E+02  0.581999822498771E-01
     chi_1_1=  0.870000000000001E-01  0.434534947423719E+02  0.589424545598437E-01
     chi_1_1=  0.880000000000001E-01  0.434683201734517E+02  0.596873406659355E-01
     chi_1_1=  0.890000000000001E-01  0.434833320835010E+02  0.604346764172329E-01
     chi_1_1=  0.900000000000001E-01  0.434985310890266E+02  0.611844979734872E-01
     chi_1_1=  0.910000000000001E-01  0.435139178156070E+02  0.619368418106716E-01
     chi_1_1=  0.920000000000001E-01  0.435294928979725E+02  0.626917447266167E-01
     chi_1_1=  0.930000000000001E-01  0.435452569800859E+02  0.634492438467284E-01
     chi_1_1=  0.940000000000001E-01  0.435612107152248E+02  0.642093766297923E-01
     chi_1_1=  0.950000000000001E-01  0.435773547660664E+02  0.649721808738644E-01
     chi_1_1=  0.960000000000001E-01  0.435936898047718E+02  0.657376947222522E-01
     chi_1_1=  0.970000000000001E-01  0.436102165130742E+02  0.665059566695860E-01
     chi_1_1=  0.980000000000001E-01  0.436269355823661E+02  0.672770055679836E-01
     chi_1_1=  0.990000000000001E-01  0.436438477137905E+02  0.680508806333118E-01
     chi_1_1=  0.100000000000000E+00  0.436609536183316E+02  0.688276214515414E-01
     chi_1_1=  0.101000000000000E+00  0.436782540169084E+02  0.696072679852049E-01
     chi_1_1=  0.102000000000000E+00  0.436957496404695E+02  0.703898605799551E-01
     chi_1_1=  0.103000000000000E+00  0.437134412300896E+02  0.711754399712257E-01
     chi_1_1=  0.104000000000000E+00  0.437313295370677E+02  0.719640472909994E-01
     chi_1_1=  0.105000000000000E+00  0.437494153230264E+02  0.727557240746825E-01
     chi_1_1=  0.106000000000000E+00  0.437676993600144E+02  0.735505122680924E-01
     chi_1_1=  0.107000000000000E+00  0.437861824306093E+02  0.743484542345561E-01
     chi_1_1=  0.108000000000000E+00  0.438048653280223E+02  0.751495927621223E-01
     chi_1_1=  0.109000000000000E+00  0.438237488562060E+02  0.759539710708957E-01
     chi_1_1=  0.110000000000000E+00  0.438428338299628E+02  0.767616328204896E-01
     chi_1_1=  0.111000000000000E+00  0.438621210750554E+02  0.775726221175985E-01
     chi_1_1=  0.112000000000000E+00  0.438816114283194E+02  0.783869835237006E-01
     chi_1_1=  0.113000000000000E+00  0.439013057377785E+02  0.792047620628875E-01
     chi_1_1=  0.114000000000000E+00  0.439212048627594E+02  0.800260032298207E-01
     chi_1_1=  0.115000000000000E+00  0.439413096740122E+02  0.808507529978306E-01
     chi_1_1=  0.116000000000000E+00  0.439616210538292E+02  0.816790578271432E-01
     chi_1_1=  0.117000000000000E+00  0.439821398961687E+02  0.825109646732516E-01
     chi_1_1=  0.118000000000000E+00  0.440028671067791E+02  0.833465209954313E-01
     chi_1_1=  0.119000000000000E+00  0.440238036033257E+02  0.841857747653960E-01
     chi_1_1=  0.120000000000000E+00  0.440449503155200E+02  0.850287744761100E-01
     chi_1_1=  0.121000000000000E+00  0.440663081852507E+02  0.858755691507453E-01
     chi_1_1=  0.122000000000000E+00  0.440878781667176E+02  0.867262083518015E-01
     chi_1_1=  0.123000000000000E+00  0.441096612265662E+02  0.875807421903783E-01
     chi_1_1=  0.124000000000000E+00  0.441316583440275E+02  0.884392213356165E-01
     chi_1_1=  0.125000000000000E+00  0.441538705110571E+02  0.893016970243005E-01
     chi_1_1=  0.126000000000000E+00  0.441762987324787E+02  0.901682210706334E-01
     chi_1_1=  0.127000000000000E+00  0.441989440261296E+02  0.910388458761866E-01
     chi_1_1=  0.128000000000000E+00  0.442218074230082E+02  0.919136244400214E-01
     chi_1_1=  0.129000000000000E+00  0.442448899674244E+02  0.927926103690001E-01
     chi_1_1=  0.130000000000000E+00  0.442681927171530E+02  0.936758578882743E-01
     chi_1_1=  0.131000000000000E+00  0.442917167435890E+02  0.945634218519693E-01
     chi_1_1=  0.132000000000000E+00  0.443154631319060E+02  0.954553577540586E-01
     chi_1_1=  0.133000000000000E+00  0.443394329812173E+02  0.963517217394371E-01
     chi_1_1=  0.134000000000000E+00  0.443636274047400E+02  0.972525706151971E-01
     chi_1_1=  0.135000000000000E+00  0.443880475299614E+02  0.981579618621120E-01
     chi_1_1=  0.136000000000000E+00  0.444126944988085E+02  0.990679536463297E-01
     chi_1_1=  0.137000000000000E+00  0.444375694678209E+02  0.999826048312845E-01
     chi_1_1=  0.138000000000000E+00  0.444626736083259E+02  0.100901974989829E+00
     chi_1_1=  0.139000000000000E+00  0.444880081066178E+02  0.101826124416592E+00
     chi_1_1=  0.140000000000000E+00  0.445135741641385E+02  0.102755114140570E+00
     chi_1_1=  0.141000000000000E+00  0.445393729976637E+02  0.103689005937952E+00
     chi_1_1=  0.142000000000000E+00  0.445654058394898E+02  0.104627862345190E+00
     chi_1_1=  0.143000000000000E+00  0.445916739376261E+02  0.105571746672314E+00
     chi_1_1=  0.144000000000000E+00  0.446181785559889E+02  0.106520723016499E+00
     chi_1_1=  0.145000000000000E+00  0.446449209746004E+02  0.107474856275899E+00
     chi_1_1=  0.146000000000000E+00  0.446719024897896E+02  0.108434212163733E+00
     chi_1_1=  0.147000000000000E+00  0.446991244143982E+02  0.109398857222657E+00
     chi_1_1=  0.148000000000000E+00  0.447265880779886E+02  0.110368858839397E+00
     chi_1_1=  0.149000000000000E+00  0.447542948270574E+02  0.111344285259681E+00
     chi_1_1=  0.150000000000000E+00  0.447822460252506E+02  0.112325205603450E+00
     chi_1_1=  0.151000000000000E+00  0.448104430535844E+02  0.113311689880373E+00
     chi_1_1=  0.152000000000000E+00  0.448388873106688E+02  0.114303809005659E+00
     chi_1_1=  0.153000000000000E+00  0.448675802129360E+02  0.115301634816188E+00
     chi_1_1=  0.154000000000000E+00  0.448965231948723E+02  0.116305240086956E+00
     chi_1_1=  0.155000000000000E+00  0.449257177092535E+02  0.117314698547840E+00
     chi_1_1=  0.156000000000000E+00  0.449551652273867E+02  0.118330084900709E+00
     chi_1_1=  0.157000000000000E+00  0.449848672393540E+02  0.119351474836869E+00
     chi_1_1=  0.158000000000000E+00  0.450148252542615E+02  0.120378945054848E+00
     chi_1_1=  0.159000000000000E+00  0.450450408004939E+02  0.121412573278560E+00
     chi_1_1=  0.160000000000000E+00  0.450755154259719E+02  0.122452438275820E+00
     chi_1_1=  0.161000000000000E+00  0.451062506984148E+02  0.123498619877227E+00
     chi_1_1=  0.162000000000000E+00  0.451372482056086E+02  0.124551198995453E+00
     chi_1_1=  0.163000000000000E+00  0.451685095556784E+02  0.125610257644906E+00
     chi_1_1=  0.164000000000000E+00  0.452000363773656E+02  0.126675878961801E+00
     chi_1_1=  0.165000000000000E+00  0.452318303203100E+02  0.127748147224643E+00
     chi_1_1=  0.166000000000000E+00  0.452638930553387E+02  0.128827147875138E+00
     chi_1_1=  0.167000000000000E+00  0.452962262747570E+02  0.129912967539520E+00
     chi_1_1=  0.168000000000000E+00  0.453288316926489E+02  0.131005694050342E+00
     chi_1_1=  0.169000000000000E+00  0.453617110451784E+02  0.132105416468700E+00
     chi_1_1=  0.170000000000000E+00  0.453948660909013E+02  0.133212225106937E+00
     chi_1_1=  0.171000000000000E+00  0.454282986110782E+02  0.134326211551811E+00
     chi_1_1=  0.172000000000000E+00  0.454620104099967E+02  0.135447468688160E+00
     chi_1_1=  0.173000000000000E+00  0.454960033152979E+02  0.136576090723066E+00
     chi_1_1=  0.174000000000000E+00  0.455302791783086E+02  0.137712173210514E+00
     chi_1_1=  0.175000000000000E+00  0.455648398743820E+02  0.138855813076603E+00
     chi_1_1=  0.176000000000000E+00  0.455996873032416E+02  0.140007108645276E+00
     chi_1_1=  0.177000000000000E+00  0.456348233893341E+02  0.141166159664599E+00
     chi_1_1=  0.178000000000000E+00  0.456702500821883E+02  0.142333067333620E+00
     chi_1_1=  0.179000000000000E+00  0.457059693567794E+02  0.143507934329791E+00
     chi_1_1=  0.180000000000000E+00  0.457419832139019E+02  0.144690864836995E+00
     chi_1_1=  0.181000000000000E+00  0.457782936805493E+02  0.145881964574172E+00
     chi_1_1=  0.182000000000000E+00  0.458149028103004E+02  0.147081340824580E+00
     chi_1_1=  0.183000000000000E+00  0.458518126837124E+02  0.148289102465681E+00
     chi_1_1=  0.184000000000000E+00  0.458890254087240E+02  0.149505359999695E+00
     chi_1_1=  0.185000000000000E+00  0.459265431210630E+02  0.150730225584826E+00
     chi_1_1=  0.186000000000000E+00  0.459643679846645E+02  0.151963813067166E+00
     chi_1_1=  0.187000000000000E+00  0.460025021920952E+02  0.153206238013323E+00
     chi_1_1=  0.188000000000000E+00  0.460409479649870E+02  0.154457617743759E+00
     chi_1_1=  0.189000000000000E+00  0.460797075544791E+02  0.155718071366890E+00
     chi_1_1=  0.190000000000000E+00  0.461187832416675E+02  0.156987719813929E+00
     chi_1_1=  0.191000000000000E+00  0.461581773380646E+02  0.158266685874534E+00
     chi_1_1=  0.192000000000000E+00  0.461978921860670E+02  0.159555094233241E+00
     chi_1_1=  0.193000000000000E+00  0.462379301594333E+02  0.160853071506741E+00
     chi_1_1=  0.194000000000000E+00  0.462782936637698E+02  0.162160746281986E+00
     chi_1_1=  0.195000000000000E+00  0.463189851370277E+02  0.163478249155176E+00
     chi_1_1=  0.196000000000000E+00  0.463600070500084E+02  0.164805712771635E+00
     chi_1_1=  0.197000000000000E+00  0.464013619068802E+02  0.166143271866605E+00
     chi_1_1=  0.198000000000000E+00  0.464430522457043E+02  0.167491063306972E+00
     chi_1_1=  0.199000000000000E+00  0.464850806389724E+02  0.168849226133970E+00
     chi_1_1=  0.200000000000000E+00  0.465274496941529E+02  0.170217901606864E+00
     chi_1_1=  0.201000000000000E+00  0.465701620542516E+02  0.171597233247662E+00
     chi_1_1=  0.202000000000000E+00  0.466132203983799E+02  0.172987366886865E+00
     chi_1_1=  0.203000000000000E+00  0.466566274423375E+02  0.174388450710291E+00
     chi_1_1=  0.204000000000000E+00  0.467003859392052E+02  0.175800635307006E+00
     chi_1_1=  0.205000000000000E+00  0.467444986799501E+02  0.177224073718382E+00
     chi_1_1=  0.206000000000000E+00  0.467889684940436E+02  0.178658921488326E+00
     chi_1_1=  0.207000000000000E+00  0.468337982500920E+02  0.180105336714699E+00
     chi_1_1=  0.208000000000000E+00  0.468789908564800E+02  0.181563480101969E+00
     chi_1_1=  0.209000000000000E+00  0.469245492620264E+02  0.183033515015117E+00
     chi_1_1=  0.210000000000000E+00  0.469704764566553E+02  0.184515607534849E+00
     chi_1_1=  0.211000000000000E+00  0.470167754720801E+02  0.186009926514146E+00
     chi_1_1=  0.212000000000000E+00  0.470634493825016E+02  0.187516643636164E+00
     chi_1_1=  0.213000000000000E+00  0.471105013053212E+02  0.189035933473575E+00
     chi_1_1=  0.214000000000000E+00  0.471579344018692E+02  0.190567973549327E+00
     chi_1_1=  0.215000000000000E+00  0.472057518781474E+02  0.192112944398911E+00
     chi_1_1=  0.216000000000000E+00  0.472539569855888E+02  0.193671029634154E+00
     chi_1_1=  0.217000000000000E+00  0.473025530218321E+02  0.195242416008587E+00
     chi_1_1=  0.218000000000000E+00  0.473515433315140E+02  0.196827293484441E+00
     chi_1_1=  0.219000000000000E+00  0.474009313070769E+02  0.198425855301295E+00
     chi_1_1=  0.220000000000000E+00  0.474507203895949E+02  0.200038298046454E+00
     chi_1_1=  0.221000000000000E+00  0.475009140696181E+02  0.201664821727081E+00
     chi_1_1=  0.222000000000000E+00  0.475515158880326E+02  0.203305629844146E+00
     chi_1_1=  0.223000000000000E+00  0.476025294369429E+02  0.204960929468245E+00
     chi_1_1=  0.224000000000000E+00  0.476539583605698E+02  0.206630931317340E+00
     chi_1_1=  0.225000000000000E+00  0.477058063561705E+02  0.208315849836478E+00
     chi_1_1=  0.226000000000000E+00  0.477580771749771E+02  0.210015903279540E+00
     chi_1_1=  0.227000000000000E+00  0.478107746231563E+02  0.211731313793092E+00
     chi_1_1=  0.228000000000000E+00  0.478639025627915E+02  0.213462307502402E+00
     chi_1_1=  0.229000000000000E+00  0.479174649128841E+02  0.215209114599656E+00
     chi_1_1=  0.230000000000000E+00  0.479714656503793E+02  0.216971969434492E+00
     chi_1_1=  0.231000000000000E+00  0.480259088112131E+02  0.218751110606864E+00
     chi_1_1=  0.232000000000000E+00  0.480807984913846E+02  0.220546781062351E+00
     chi_1_1=  0.233000000000000E+00  0.481361388480496E+02  0.222359228189960E+00
     chi_1_1=  0.234000000000000E+00  0.481919341006418E+02  0.224188703922507E+00
     chi_1_1=  0.235000000000000E+00  0.482481885320174E+02  0.226035464839648E+00
     chi_1_1=  0.236000000000000E+00  0.483049064896261E+02  0.227899772273650E+00
     chi_1_1=  0.237000000000000E+00  0.483620923867095E+02  0.229781892417984E+00
     chi_1_1=  0.238000000000000E+00  0.484197507035260E+02  0.231682096438819E+00
     chi_1_1=  0.239000000000000E+00  0.484778859886040E+02  0.233600660589500E+00
     chi_1_1=  0.240000000000000E+00  0.485365028600244E+02  0.235537866328142E+00
     chi_1_1=  0.241000000000000E+00  0.485956060067330E+02  0.237494000438378E+00
     chi_1_1=  0.242000000000000E+00  0.486552001898812E+02  0.239469355153412E+00
     chi_1_1=  0.243000000000000E+00  0.487152902442020E+02  0.241464228283438E+00
     chi_1_1=  0.244000000000000E+00  0.487758810794135E+02  0.243478923346574E+00
     chi_1_1=  0.245000000000000E+00  0.488369776816592E+02  0.245513749703372E+00
     chi_1_1=  0.246000000000000E+00  0.488985851149810E+02  0.247569022695075E+00
     chi_1_1=  0.247000000000000E+00  0.489607085228254E+02  0.249645063785676E+00
     chi_1_1=  0.248000000000000E+00  0.490233531295879E+02  0.251742200707957E+00
     chi_1_1=  0.249000000000000E+00  0.490865242421941E+02  0.253860767613614E+00
     chi_1_1=  0.250000000000000E+00  0.491502272517157E+02  0.256001105227567E+00
     chi_1_1=  0.251000000000000E+00  0.492144676350303E+02  0.258163561006669E+00
     chi_1_1=  0.252000000000000E+00  0.492792509565165E+02  0.260348489302863E+00
     chi_1_1=  0.253000000000000E+00  0.493445828697937E+02  0.262556251531011E+00
     chi_1_1=  0.254000000000000E+00  0.494104691195017E+02  0.264787216341495E+00
     chi_1_1=  0.255000000000000E+00  0.494769155431253E+02  0.267041759797770E+00
     chi_1_1=  0.256000000000000E+00  0.495439280728641E+02  0.269320265559046E+00
     chi_1_1=  0.257000000000000E+00  0.496115127375465E+02  0.271623125068224E+00
     chi_1_1=  0.258000000000000E+00  0.496796756645929E+02  0.273950737745312E+00
     chi_1_1=  0.259000000000000E+00  0.497484230820275E+02  0.276303511186466E+00
     chi_1_1=  0.260000000000000E+00  0.498177613205387E+02  0.278681861368873E+00
     chi_1_1=  0.261000000000000E+00  0.498876968155936E+02  0.281086212861646E+00
     chi_1_1=  0.262000000000000E+00  0.499582361096034E+02  0.283516999042956E+00
     chi_1_1=  0.263000000000000E+00  0.500293858541465E+02  0.285974662323609E+00
     chi_1_1=  0.264000000000000E+00  0.501011528122447E+02  0.288459654377273E+00
     chi_1_1=  0.265000000000000E+00  0.501735438606985E+02  0.290972436377596E+00
     chi_1_1=  0.266000000000000E+00  0.502465659924852E+02  0.293513479242465E+00
     chi_1_1=  0.267000000000000E+00  0.503202263192142E+02  0.296083263885623E+00
     chi_1_1=  0.268000000000000E+00  0.503945320736485E+02  0.298682281475913E+00
     chi_1_1=  0.269000000000000E+00  0.504694906122911E+02  0.301311033704430E+00
     chi_1_1=  0.270000000000000E+00  0.505451094180382E+02  0.303970033059840E+00
     chi_1_1=  0.271000000000000E+00  0.506213961029033E+02  0.306659803112143E+00
     chi_1_1=  0.272000000000000E+00  0.506983584108112E+02  0.309380878805228E+00
     chi_1_1=  0.273000000000000E+00  0.507760042204666E+02  0.312133806758461E+00
     chi_1_1=  0.274000000000000E+00  0.508543415482999E+02  0.314919145577695E+00
     chi_1_1=  0.275000000000000E+00  0.509333785514894E+02  0.317737466175985E+00
     chi_1_1=  0.276000000000000E+00  0.510131235310658E+02  0.320589352104404E+00
     chi_1_1=  0.277000000000000E+00  0.510935849351005E+02  0.323475399893290E+00
     chi_1_1=  0.278000000000000E+00  0.511747713619785E+02  0.326396219404325E+00
     chi_1_1=  0.279000000000000E+00  0.512566915637621E+02  0.329352434193822E+00
     chi_1_1=  0.280000000000000E+00  0.513393544496449E+02  0.332344681887652E+00
     chi_1_1=  0.281000000000000E+00  0.514227690895011E+02  0.335373614568233E+00
     chi_1_1=  0.282000000000000E+00  0.515069447175317E+02  0.338439899173997E+00
     chi_1_1=  0.283000000000000E+00  0.515918907360134E+02  0.341544217911866E+00
     chi_1_1=  0.284000000000000E+00  0.516776167191489E+02  0.344687268683151E+00
     chi_1_1=  0.285000000000000E+00  0.517641324170273E+02  0.347869765523415E+00
     chi_1_1=  0.286000000000000E+00  0.518514477596940E+02  0.351092439056838E+00
     chi_1_1=  0.287000000000000E+00  0.519395728613356E+02  0.354356036965587E+00
     chi_1_1=  0.288000000000000E+00  0.520285180245838E+02  0.357661324474824E+00
     chi_1_1=  0.289000000000000E+00  0.521182937449415E+02  0.361009084853881E+00
     chi_1_1=  0.290000000000000E+00  0.522089107153345E+02  0.364400119934307E+00
     chi_1_1=  0.291000000000000E+00  0.523003798307960E+02  0.367835250645333E+00
     chi_1_1=  0.292000000000000E+00  0.523927121932841E+02  0.371315317567537E+00
     chi_1_1=  0.293000000000000E+00  0.524859191166411E+02  0.374841181505361E+00
     chi_1_1=  0.294000000000000E+00  0.525800121316955E+02  0.378413724079201E+00
     chi_1_1=  0.295000000000000E+00  0.526750029915144E+02  0.382033848337911E+00
     chi_1_1=  0.296000000000000E+00  0.527709036768118E+02  0.385702479392451E+00
     chi_1_1=  0.297000000000000E+00  0.528677264015136E+02  0.389420565071588E+00
     chi_1_1=  0.298000000000000E+00  0.529654836184921E+02  0.393189076600470E+00
     chi_1_1=  0.299000000000000E+00  0.530641880254684E+02  0.397009009303034E+00
     chi_1_1=  0.300000000000000E+00  0.531638525710948E+02  0.400881383329218E+00
     chi_1_1=  0.301000000000000E+00  0.532644904612195E+02  0.404807244407930E+00
     chi_1_1=  0.302000000000000E+00  0.533661151653411E+02  0.408787664626893E+00
     chi_1_1=  0.303000000000000E+00  0.534687404232611E+02  0.412823743240402E+00
     chi_1_1=  0.304000000000000E+00  0.535723802519397E+02  0.416916607506209E+00
     chi_1_1=  0.305000000000000E+00  0.536770489525630E+02  0.421067413552685E+00
     chi_1_1=  0.306000000000000E+00  0.537827611178301E+02  0.425277347277573E+00
     chi_1_1=  0.307000000000000E+00  0.538895316394649E+02  0.429547625279598E+00
     chi_1_1=  0.308000000000000E+00  0.539973757159659E+02  0.433879495824377E+00
     chi_1_1=  0.309000000000000E+00  0.541063088605978E+02  0.438274239846021E+00
     chi_1_1=  0.310000000000000E+00  0.542163469096372E+02  0.442733171986009E+00
     chi_1_1=  0.311000000000000E+00  0.543275060308806E+02  0.447257641670886E+00
     chi_1_1=  0.312000000000000E+00  0.544398027324239E+02  0.451849034230454E+00
     chi_1_1=  0.313000000000000E+00  0.545532538717249E+02  0.456508772058243E+00
     chi_1_1=  0.314000000000000E+00  0.546678766649585E+02  0.461238315816055E+00
     chi_1_1=  0.315000000000000E+00  0.547836886966763E+02  0.466039165684559E+00
     chi_1_1=  0.316000000000000E+00  0.549007079297825E+02  0.470912862661901E+00
     chi_1_1=  0.317000000000000E+00  0.550189527158364E+02  0.475860989912503E+00
     chi_1_1=  0.318000000000000E+00  0.551384418056976E+02  0.480885174168279E+00
     chi_1_1=  0.319000000000000E+00  0.552591943605226E+02  0.485987087184550E+00
     chi_1_1=  0.320000000000000E+00  0.553812299631313E+02  0.491168447253215E+00
     chi_1_1=  0.321000000000000E+00  0.555045686297548E+02  0.496431020775673E+00
     chi_1_1=  0.322000000000000E+00  0.556292308221794E+02  0.501776623898292E+00
     chi_1_1=  0.323000000000000E+00  0.557552374603069E+02  0.507207124213228E+00
     chi_1_1=  0.324000000000000E+00  0.558826099351398E+02  0.512724442527606E+00
     chi_1_1=  0.325000000000000E+00  0.560113701222170E+02  0.518330554704285E+00
     chi_1_1=  0.326000000000000E+00  0.561415403955133E+02  0.524027493577454E+00
     chi_1_1=  0.327000000000000E+00  0.562731436418226E+02  0.529817350946627E+00
     chi_1_1=  0.328000000000000E+00  0.564062032756439E+02  0.535702279652704E+00
